listing_id,farmer_id,crop,listed_date,harvest_date,market_price_ref,listing_price,quantity_kg,shelf_life_days
LST-003209,FARM-0043,Garlic,2023-01-23,2023-01-23,65,69.42,60,90
LST-003210,FARM-0043,Garlic,2023-06-08,2023-06-07,95,91.98,63,90
LST-003211,FARM-0043,Garlic,2023-02-02,2023-02-02,65,57.02,192,90
LST-003212,FARM-0043,Garlic,2023-03-22,2023-03-21,80,71.32,98,90
LST-003213,FARM-0043,Garlic,2023-03-17,2023-03-17,80,82.31,161,90
LST-003214,FARM-0043,Garlic,2023-08-09,2023-08-09,160,144.83,154,90
LST-003215,FARM-0043,Garlic,2023-09-18,2023-09-17,160,184.86,135,90
LST-003216,FARM-0043,Garlic,2023-10-08,2023-10-08,170,173.23,121,90
LST-003217,FARM-0043,Garlic,2023-06-26,2023-06-25,95,92.78,185,90
LST-003218,FARM-0043,Garlic,2023-06-14,2023-06-14,95,96.93,180,90
LST-003219,FARM-0043,Garlic,2023-10-04,2023-10-03,170,164.3,128,90
LST-003220,FARM-0043,Garlic,2023-02-05,2023-02-05,65,60.09,189,90
LST-003221,FARM-0043,Garlic,2023-09-03,2023-09-02,160,178.52,93,90
LST-003222,FARM-0043,Garlic,2023-04-11,2023-04-11,85,83.33,40,90
LST-003223,FARM-0043,Garlic,2023-09-17,2023-09-16,160,169.1,36,90
LST-003224,FARM-0043,Garlic,2023-05-15,2023-05-15,90,79.77,159,90
LST-003225,FARM-0043,Garlic,2023-12-17,2023-12-17,270,275.19,143,90
LST-003226,FARM-0043,Garlic,2023-10-13,2023-10-13,170,150.33,183,90
LST-003227,FARM-0043,Garlic,2023-08-13,2023-08-13,160,162.9,158,90
LST-003228,FARM-0043,Garlic,2023-10-11,2023-10-10,170,162.29,157,90
LST-003229,FARM-0043,Garlic,2023-10-20,2023-10-19,160,158.57,115,90
LST-003230,FARM-0043,Garlic,2023-04-19,2023-04-19,85,87.12,114,90
LST-003231,FARM-0043,Garlic,2023-04-12,2023-04-12,85,88.02,59,90
LST-003232,FARM-0043,Garlic,2023-07-23,2023-07-22,165,171.01,148,90
LST-003233,FARM-0043,Garlic,2023-03-31,2023-03-30,70,66.25,146,90
LST-003234,FARM-0043,Garlic,2023-01-08,2023-01-07,55,55.23,149,90
LST-003235,FARM-0043,Garlic,2023-03-26,2023-03-26,80,68.75,174,90
LST-003236,FARM-0043,Garlic,2023-05-09,2023-05-08,90,94.73,97,90
LST-003237,FARM-0043,Garlic,2023-02-08,2023-02-08,65,55.3,128,90
LST-003238,FARM-0043,Garlic,2023-12-12,2023-12-11,270,270.69,37,90
LST-003239,FARM-0043,Garlic,2023-07-24,2023-07-23,140,125.15,128,90
LST-003240,FARM-0043,Green Chilli,2023-09-01,2023-09-01,30,27.64,65,10
LST-003241,FARM-0043,Green Chilli,2023-07-18,2023-07-17,70,61.48,33,10
LST-003242,FARM-0043,Green Chilli,2023-09-11,2023-09-11,40,40.31,68,10
LST-003243,FARM-0043,Green Chilli,2023-12-27,2023-12-27,40,39.33,130,10
LST-003244,FARM-0043,Green Chilli,2023-06-27,2023-06-26,60,54.98,133,10
LST-003245,FARM-0043,Green Chilli,2023-05-18,2023-05-17,50,48.98,35,10
LST-003246,FARM-0043,Green Chilli,2023-02-22,2023-02-21,30,31.63,131,10
LST-003247,FARM-0043,Green Chilli,2023-08-22,2023-08-21,45,44.45,73,10
LST-003248,FARM-0043,Green Chilli,2023-02-16,2023-02-15,40,36.09,23,10
LST-003249,FARM-0043,Green Chilli,2023-10-17,2023-10-17,50,50.19,135,10
LST-003250,FARM-0043,Green Chilli,2023-07-03,2023-07-02,70,65.89,37,10
LST-003251,FARM-0043,Green Chilli,2023-12-11,2023-12-11,30,31.38,66,10
LST-003252,FARM-0043,Green Chilli,2023-12-29,2023-12-29,50,40.72,72,10
LST-003253,FARM-0043,Green Chilli,2023-08-14,2023-08-14,40,42.06,92,10
LST-003254,FARM-0043,Green Chilli,2023-05-11,2023-05-11,35,32.4,11,10
LST-003255,FARM-0043,Green Chilli,2023-06-08,2023-06-07,50,50.81,63,10
LST-003256,FARM-0043,Green Chilli,2023-09-14,2023-09-14,40,39.68,111,10
LST-003257,FARM-0043,Green Chilli,2023-04-13,2023-04-13,40,33.72,171,10
LST-003258,FARM-0043,Green Chilli,2023-05-04,2023-05-04,30,30.65,45,10
LST-003259,FARM-0043,Green Chilli,2023-08-24,2023-08-23,40,39.84,14,10
LST-003260,FARM-0043,Green Chilli,2023-02-23,2023-02-23,40,36.57,24,10
LST-003261,FARM-0043,Green Chilli,2023-04-14,2023-04-13,0,1.0,45,10
LST-003262,FARM-0043,Green Chilli,2023-05-21,2023-05-21,40,38.45,187,10
LST-003263,FARM-0043,Green Chilli,2023-09-24,2023-09-24,40,41.54,62,10
LST-003264,FARM-0043,Green Chilli,2023-04-06,2023-04-05,40,40.72,58,10
LST-003265,FARM-0043,Green Chilli,2023-07-26,2023-07-25,60,56.56,149,10
LST-003266,FARM-0043,Green Chilli,2023-09-13,2023-09-12,35,38.28,130,10
LST-003267,FARM-0043,Green Chilli,2023-04-17,2023-04-16,50,50.1,143,10
LST-003268,FARM-0043,Green Chilli,2023-04-07,2023-04-06,40,39.62,94,10
LST-003269,FARM-0043,Green Chilli,2023-01-31,2023-01-31,35,36.17,143,10
LST-003270,FARM-0043,Green Chilli,2023-10-02,2023-10-01,40,43.32,169,10
LST-003271,FARM-0043,Green Chilli,2023-01-23,2023-01-23,40,43.08,181,10
LST-003272,FARM-0043,Green Chilli,2023-10-04,2023-10-04,50,49.92,126,10
LST-003273,FARM-0043,Green Chilli,2023-03-20,2023-03-19,45,46.79,73,10
LST-003274,FARM-0043,Green Chilli,2023-06-25,2023-06-24,60,57.37,156,10
LST-003275,FARM-0043,Green Chilli,2023-11-03,2023-11-03,40,35.3,79,10
LST-003276,FARM-0043,Green Chilli,2023-03-22,2023-03-22,50,55.45,88,10
LST-003277,FARM-0043,Green Chilli,2023-04-02,2023-04-01,50,58.53,145,10
LST-003278,FARM-0043,Green Chilli,2023-06-21,2023-06-21,50,53.07,91,10
LST-003279,FARM-0043,Green Chilli,2023-02-10,2023-02-10,40,35.75,102,10
LST-003280,FARM-0043,Peas,2023-04-13,2023-04-12,70,68.76,134,4
LST-003281,FARM-0043,Peas,2023-07-04,2023-07-04,70,70.4,168,4
LST-003282,FARM-0043,Peas,2023-07-28,2023-07-28,120,114.02,32,4
LST-003283,FARM-0043,Peas,2023-09-18,2023-09-18,90,100.46,82,4
LST-003284,FARM-0043,Peas,2023-10-17,2023-10-16,130,134.21,60,4
LST-003285,FARM-0043,Peas,2023-09-03,2023-09-03,50,48.54,167,4
LST-003286,FARM-0043,Peas,2023-07-30,2023-07-30,150,146.09,13,4
LST-003287,FARM-0043,Peas,2023-11-02,2023-11-01,110,117.57,174,4
LST-003288,FARM-0043,Peas,2023-05-30,2023-05-29,60,63.18,63,4
LST-003289,FARM-0043,Peas,2023-04-02,2023-04-02,70,74.92,149,4
LST-003290,FARM-0043,Peas,2023-07-17,2023-07-17,80,80.63,54,4
LST-003291,FARM-0043,Peas,2023-01-01,2023-01-01,25,25.68,163,4
LST-003292,FARM-0043,Peas,2023-04-09,2023-04-09,60,62.91,186,4
LST-003293,FARM-0043,Peas,2023-06-26,2023-06-26,80,81.11,199,4
LST-003294,FARM-0043,Peas,2023-03-29,2023-03-28,50,54.42,52,4
LST-003295,FARM-0043,Peas,2023-05-24,2023-05-23,60,60.73,62,4
LST-003296,FARM-0043,Peas,2023-08-03,2023-08-02,150,163.34,92,4
LST-003297,FARM-0043,Peas,2023-07-16,2023-07-16,100,104.0,144,4
LST-003298,FARM-0043,Peas,2023-08-29,2023-08-29,50,55.28,124,4
LST-003299,FARM-0043,Peas,2023-05-28,2023-05-28,60,56.12,69,4
LST-003300,FARM-0043,Peas,2023-02-22,2023-02-21,30,30.54,107,4
LST-003301,FARM-0043,Peas,2023-11-12,2023-11-12,120,130.53,103,4
LST-003302,FARM-0043,Peas,2023-09-20,2023-09-20,85,93.75,144,4
LST-003303,FARM-0043,Peas,2023-06-12,2023-06-12,60,62.86,50,4
LST-003304,FARM-0043,Peas,2023-03-14,2023-03-14,35,31.22,11,4
LST-003305,FARM-0043,Peas,2023-09-21,2023-09-21,100,96.0,108,4
LST-003306,FARM-0043,Peas,2023-07-03,2023-07-02,80,85.57,12,4
LST-003307,FARM-0043,Peas,2023-04-28,2023-04-27,80,75.52,75,4
LST-003308,FARM-0043,Peas,2023-01-04,2023-01-04,25,27.16,24,4
LST-003309,FARM-0043,Peas,2023-06-23,2023-06-22,80,84.78,33,4
LST-003310,FARM-0043,Peas,2023-11-24,2023-11-24,40,41.81,185,4
LST-003311,FARM-0043,Peas,2023-11-07,2023-11-06,120,123.49,112,4
LST-003312,FARM-0043,Peas,2023-07-31,2023-07-30,120,127.26,73,4
LST-003313,FARM-0043,Peas,2023-02-17,2023-02-17,35,37.54,180,4
LST-003314,FARM-0043,Peas,2023-06-13,2023-06-13,60,52.33,102,4
LST-003315,FARM-0043,Peas,2023-04-06,2023-04-06,60,58.02,90,4
LST-003316,FARM-0043,Peas,2023-10-22,2023-10-22,130,121.25,75,4
LST-003317,FARM-0043,Peas,2023-12-27,2023-12-26,40,38.72,108,4
LST-003318,FARM-0043,Peas,2023-10-10,2023-10-09,140,142.17,179,4
LST-003319,FARM-0043,Peas,2023-06-18,2023-06-18,60,63.12,22,4
LST-003320,FARM-0044,Elephant Yam (Suran),2023-09-11,2023-09-11,30,33.01,82,45
LST-003321,FARM-0044,Elephant Yam (Suran),2023-07-21,2023-07-21,30,27.95,108,45
LST-003322,FARM-0044,Elephant Yam (Suran),2023-03-27,2023-03-27,22,26.73,15,45
LST-003323,FARM-0044,Elephant Yam (Suran),2023-04-24,2023-04-24,20,23.36,155,45
LST-003324,FARM-0044,Elephant Yam (Suran),2023-04-11,2023-04-10,20,21.58,197,45
LST-003325,FARM-0044,Elephant Yam (Suran),2023-11-16,2023-11-15,40,41.32,65,45
LST-003326,FARM-0044,Elephant Yam (Suran),2023-04-21,2023-04-20,25,31.27,190,45
LST-003327,FARM-0044,Elephant Yam (Suran),2023-07-09,2023-07-08,35,41.96,111,45
LST-003328,FARM-0044,Elephant Yam (Suran),2023-11-09,2023-11-08,30,39.35,37,45
LST-003329,FARM-0044,Elephant Yam (Suran),2023-04-12,2023-04-11,30,33.72,181,45
LST-003330,FARM-0044,Elephant Yam (Suran),2023-06-29,2023-06-29,25,26.84,140,45
LST-003331,FARM-0044,Elephant Yam (Suran),2023-03-30,2023-03-30,20,23.04,182,45
LST-003332,FARM-0044,Elephant Yam (Suran),2023-09-13,2023-09-12,25,29.98,179,45
LST-003333,FARM-0044,Elephant Yam (Suran),2023-09-27,2023-09-27,25,32.15,197,45
LST-003334,FARM-0044,Elephant Yam (Suran),2023-05-18,2023-05-18,25,29.58,104,45
LST-003335,FARM-0044,Elephant Yam (Suran),2023-03-31,2023-03-31,20,21.13,174,45
LST-003336,FARM-0044,Elephant Yam (Suran),2023-02-03,2023-02-02,25,34.31,159,45
LST-003337,FARM-0044,Elephant Yam (Suran),2023-12-28,2023-12-28,25,28.95,30,45
LST-003338,FARM-0044,Elephant Yam (Suran),2023-01-24,2023-01-24,30,32.65,128,45
LST-003339,FARM-0044,Elephant Yam (Suran),2023-03-16,2023-03-16,30,32.67,190,45
LST-003340,FARM-0044,Elephant Yam (Suran),2023-07-06,2023-07-05,25,24.93,49,45
LST-003341,FARM-0044,Elephant Yam (Suran),2023-09-17,2023-09-16,30,32.72,55,45
LST-003342,FARM-0044,Elephant Yam (Suran),2023-05-08,2023-05-08,30,33.85,12,45
LST-003343,FARM-0044,Elephant Yam (Suran),2023-01-23,2023-01-22,35,37.93,139,45
LST-003344,FARM-0044,Elephant Yam (Suran),2023-01-29,2023-01-28,25,29.08,34,45
LST-003345,FARM-0044,Elephant Yam (Suran),2023-08-01,2023-07-31,32,37.91,96,45
LST-003346,FARM-0044,Elephant Yam (Suran),2023-09-04,2023-09-03,32,34.86,72,45
LST-003347,FARM-0044,Elephant Yam (Suran),2023-03-23,2023-03-22,15,15.89,142,45
LST-003348,FARM-0044,Elephant Yam (Suran),2023-09-12,2023-09-12,20,22.69,19,45
LST-003349,FARM-0044,Elephant Yam (Suran),2023-10-23,2023-10-22,30,28.69,170,45
LST-003350,FARM-0044,Elephant Yam (Suran),2023-07-25,2023-07-25,25,25.28,23,45
LST-003351,FARM-0044,Elephant Yam (Suran),2023-02-23,2023-02-23,30,30.41,74,45
LST-003352,FARM-0044,Elephant Yam (Suran),2023-08-23,2023-08-23,35,41.0,90,45
LST-003353,FARM-0044,Elephant Yam (Suran),2023-10-06,2023-10-06,30,34.6,155,45
LST-003354,FARM-0044,Elephant Yam (Suran),2023-06-05,2023-06-05,25,30.63,22,45
LST-003355,FARM-0044,Elephant Yam (Suran),2023-10-05,2023-10-05,30,33.79,110,45
LST-003356,FARM-0044,Elephant Yam (Suran),2023-11-13,2023-11-12,30,31.64,65,45
LST-003357,FARM-0044,Elephant Yam (Suran),2023-11-22,2023-11-21,30,31.38,170,45
LST-003358,FARM-0044,Elephant Yam (Suran),2023-04-06,2023-04-06,30,36.55,145,45
LST-003359,FARM-0044,Elephant Yam (Suran),2023-07-05,2023-07-05,25,29.66,40,45
LST-003360,FARM-0044,Peas,2023-08-29,2023-08-28,50,57.58,89,4
LST-003361,FARM-0044,Peas,2023-07-04,2023-07-04,70,76.06,56,4
LST-003362,FARM-0044,Peas,2023-09-28,2023-09-28,90,107.65,122,4
LST-003363,FARM-0044,Peas,2023-02-10,2023-02-09,35,36.99,66,4
LST-003364,FARM-0044,Peas,2023-12-11,2023-12-11,40,42.79,157,4
LST-003365,FARM-0044,Peas,2023-02-01,2023-01-31,30,36.92,68,4
LST-003366,FARM-0044,Peas,2023-04-16,2023-04-16,65,78.29,127,4
LST-003367,FARM-0044,Peas,2023-07-19,2023-07-18,120,146.43,76,4
LST-003368,FARM-0044,Peas,2023-11-19,2023-11-19,60,66.68,50,4
LST-003369,FARM-0044,Peas,2023-10-04,2023-10-03,110,128.73,65,4
LST-003370,FARM-0044,Peas,2023-08-08,2023-08-08,120,130.21,176,4
LST-003371,FARM-0044,Peas,2023-06-19,2023-06-19,70,75.07,49,4
LST-003372,FARM-0044,Peas,2023-02-05,2023-02-05,30,34.18,122,4
LST-003373,FARM-0044,Peas,2023-03-17,2023-03-16,30,30.1,162,4
LST-003374,FARM-0044,Peas,2023-10-20,2023-10-19,140,165.88,102,4
LST-003375,FARM-0044,Peas,2023-01-29,2023-01-28,30,33.7,157,4
LST-003376,FARM-0044,Peas,2023-04-19,2023-04-18,65,82.04,154,4
LST-003377,FARM-0044,Peas,2023-10-02,2023-10-02,90,92.2,121,4
LST-003378,FARM-0044,Peas,2023-10-24,2023-10-24,120,141.77,55,4
LST-003379,FARM-0044,Peas,2023-07-14,2023-07-13,120,149.92,181,4
LST-003380,FARM-0044,Peas,2023-07-24,2023-07-24,120,151.6,81,4
LST-003381,FARM-0044,Peas,2023-08-18,2023-08-17,70,72.73,180,4
LST-003382,FARM-0044,Peas,2023-06-16,2023-06-16,55,67.66,162,4
LST-003383,FARM-0044,Peas,2023-10-26,2023-10-26,120,141.79,138,4
LST-003384,FARM-0044,Peas,2023-04-25,2023-04-25,70,66.77,92,4
LST-003385,FARM-0044,Peas,2023-12-18,2023-12-18,35,43.12,13,4
LST-003386,FARM-0044,Peas,2023-12-17,2023-12-17,40,42.57,150,4
LST-003387,FARM-0044,Peas,2023-11-10,2023-11-10,100,106.29,150,4
LST-003388,FARM-0044,Peas,2023-11-09,2023-11-09,120,133.8,34,4
LST-003389,FARM-0044,Peas,2023-01-02,2023-01-01,25,29.56,165,4
LST-003390,FARM-0044,Peas,2023-08-24,2023-08-23,50,48.45,62,4
LST-003391,FARM-0044,Peas,2023-11-20,2023-11-19,55,57.83,179,4
LST-003392,FARM-0044,Peas,2023-03-14,2023-03-14,35,36.1,132,4
LST-003393,FARM-0044,Peas,2023-07-13,2023-07-13,110,130.81,83,4
LST-003394,FARM-0044,Peas,2023-11-29,2023-11-28,32,36.66,121,4
LST-003395,FARM-0044,Peas,2023-07-28,2023-07-28,120,162.15,185,4
LST-003396,FARM-0044,Peas,2023-12-04,2023-12-04,40,41.61,149,4
LST-003397,FARM-0044,Peas,2023-05-31,2023-05-31,60,73.92,141,4
LST-003398,FARM-0044,Peas,2023-07-30,2023-07-29,150,169.69,91,4
LST-003399,FARM-0044,Peas,2023-03-06,2023-03-05,30,33.45,25,4
LST-003400,FARM-0045,Brinjal,2023-07-19,2023-07-19,35,32.87,129,5
LST-003401,FARM-0045,Brinjal,2023-05-14,2023-05-14,25,21.02,41,5
LST-003402,FARM-0045,Brinjal,2023-04-06,2023-04-05,25,25.29,153,5
LST-003403,FARM-0045,Brinjal,2023-06-19,2023-06-18,40,40.34,103,5
LST-003404,FARM-0045,Brinjal,2023-09-22,2023-09-22,25,27.4,134,5
LST-003405,FARM-0045,Brinjal,2023-01-23,2023-01-23,50,53.18,189,5
LST-003406,FARM-0045,Brinjal,2023-09-07,2023-09-06,16,17.13,176,5
LST-003407,FARM-0045,Brinjal,2023-08-07,2023-08-07,40,43.13,109,5
LST-003408,FARM-0045,Brinjal,2023-02-20,2023-02-19,25,20.95,182,5
LST-003409,FARM-0045,Brinjal,2023-06-12,2023-06-12,35,35.28,48,5
LST-003410,FARM-0045,Brinjal,2023-12-18,2023-12-18,60,65.63,174,5
LST-003411,FARM-0045,Brinjal,2023-09-24,2023-09-24,25,25.15,115,5
LST-003412,FARM-0045,Brinjal,2023-06-16,2023-06-15,40,37.1,147,5
LST-003413,FARM-0045,Brinjal,2023-12-22,2023-12-22,50,46.48,11,5
LST-003414,FARM-0045,Brinjal,2023-01-22,2023-01-22,40,41.18,93,5
LST-003415,FARM-0045,Brinjal,2023-04-10,2023-04-09,25,26.4,96,5
LST-003416,FARM-0045,Brinjal,2023-06-02,2023-06-02,25,28.08,192,5
LST-003417,FARM-0045,Brinjal,2023-06-13,2023-06-13,35,36.4,74,5
LST-003418,FARM-0045,Brinjal,2023-01-11,2023-01-10,25,24.52,142,5
LST-003419,FARM-0045,Brinjal,2023-05-04,2023-05-03,20,20.11,54,5
LST-003420,FARM-0045,Brinjal,2023-08-29,2023-08-29,25,21.63,111,5
LST-003421,FARM-0045,Brinjal,2023-04-07,2023-04-07,25,20.5,137,5
LST-003422,FARM-0045,Brinjal,2023-08-30,2023-08-29,25,26.1,38,5
LST-003423,FARM-0045,Brinjal,2023-03-23,2023-03-22,20,20.47,149,5
LST-003424,FARM-0045,Brinjal,2023-09-21,2023-09-21,25,28.61,176,5
LST-003425,FARM-0045,Brinjal,2023-08-01,2023-07-31,35,32.16,34,5
LST-003426,FARM-0045,Brinjal,2023-08-11,2023-08-10,30,29.05,110,5
LST-003427,FARM-0045,Brinjal,2023-05-31,2023-05-31,25,23.64,155,5
LST-003428,FARM-0045,Brinjal,2023-02-05,2023-02-05,50,54.46,161,5
LST-003429,FARM-0045,Brinjal,2023-04-17,2023-04-16,25,24.63,110,5
LST-003430,FARM-0045,Brinjal,2023-08-17,2023-08-17,35,34.64,131,5
LST-003431,FARM-0045,Brinjal,2023-07-18,2023-07-18,35,29.71,15,5
LST-003432,FARM-0045,Brinjal,2023-07-13,2023-07-12,30,31.1,62,5
LST-003433,FARM-0045,Brinjal,2023-05-17,2023-05-17,25,25.08,83,5
LST-003434,FARM-0045,Brinjal,2023-02-17,2023-02-17,30,31.86,166,5
LST-003435,FARM-0045,Brinjal,2023-05-09,2023-05-08,20,20.63,109,5
LST-003436,FARM-0045,Brinjal,2023-04-16,2023-04-15,20,20.34,169,5
LST-003437,FARM-0045,Brinjal,2023-12-31,2023-12-30,60,62.88,157,5
LST-003438,FARM-0045,Brinjal,2023-04-18,2023-04-18,20,16.34,42,5
LST-003439,FARM-0045,Brinjal,2023-09-10,2023-09-10,20,22.46,16,5
LST-003440,FARM-0045,Potato,2023-08-28,2023-08-28,20,21.28,56,60
LST-003441,FARM-0045,Potato,2023-08-14,2023-08-14,21,21.24,122,60
LST-003442,FARM-0045,Potato,2023-10-08,2023-10-07,20,20.6,78,60
LST-003443,FARM-0045,Potato,2023-07-26,2023-07-25,21,20.97,72,60
LST-003444,FARM-0045,Potato,2023-05-23,2023-05-23,21,20.83,86,60
LST-003445,FARM-0045,Potato,2023-04-07,2023-04-07,15,16.42,38,60
LST-003446,FARM-0045,Potato,2023-01-01,2023-01-01,20,20.52,13,60
LST-003447,FARM-0045,Potato,2023-09-24,2023-09-24,18,18.26,199,60
LST-003448,FARM-0045,Potato,2023-08-04,2023-08-03,21,24.75,44,60
LST-003449,FARM-0045,Potato,2023-02-16,2023-02-16,15,16.01,151,60
LST-003450,FARM-0045,Potato,2023-05-11,2023-05-10,20,21.86,56,60
LST-003451,FARM-0045,Potato,2023-03-13,2023-03-12,15,17.5,124,60
LST-003452,FARM-0045,Potato,2023-09-04,2023-09-03,20,21.82,37,60
LST-003453,FARM-0045,Potato,2023-08-08,2023-08-08,21,18.64,10,60
LST-003454,FARM-0045,Potato,2023-07-11,2023-07-10,20,19.82,194,60
LST-003455,FARM-0045,Potato,2023-01-29,2023-01-28,18,16.17,186,60
LST-003456,FARM-0045,Potato,2023-08-31,2023-08-30,18,17.29,54,60
LST-003457,FARM-0045,Potato,2023-01-04,2023-01-03,22,25.05,151,60
LST-003458,FARM-0045,Potato,2023-04-06,2023-04-06,15,14.4,136,60
LST-003459,FARM-0045,Potato,2023-06-20,2023-06-20,21,21.51,102,60
LST-003460,FARM-0045,Potato,2023-03-22,2023-03-21,13,13.6,155,60
LST-003461,FARM-0045,Potato,2023-09-01,2023-09-01,19,18.38,19,60
LST-003462,FARM-0045,Potato,2023-10-26,2023-10-26,20,21.21,78,60
LST-003463,FARM-0045,Potato,2023-12-06,2023-12-05,20,19.22,117,60
LST-003464,FARM-0045,Potato,2023-05-04,2023-05-04,20,21.47,88,60
LST-003465,FARM-0045,Potato,2023-01-17,2023-01-17,22,22.08,154,60
LST-003466,FARM-0045,Potato,2023-12-11,2023-12-11,22,21.55,115,60
LST-003467,FARM-0045,Potato,2023-12-28,2023-12-27,20,17.19,127,60
LST-003468,FARM-0045,Potato,2023-03-19,2023-03-18,13,11.58,163,60
LST-003469,FARM-0045,Potato,2023-02-08,2023-02-08,16,15.22,94,60
LST-003470,FARM-0045,Potato,2023-02-19,2023-02-19,15,15.01,115,60
LST-003471,FARM-0045,Potato,2023-07-07,2023-07-07,20,22.58,177,60
LST-003472,FARM-0045,Potato,2023-07-12,2023-07-11,20,20.46,111,60
LST-003473,FARM-0045,Potato,2023-08-01,2023-07-31,21,21.03,100,60
LST-003474,FARM-0045,Potato,2023-12-15,2023-12-15,22,22.43,28,60
LST-003475,FARM-0045,Potato,2023-10-29,2023-10-29,20,18.34,173,60
LST-003476,FARM-0045,Potato,2023-02-02,2023-02-02,17,15.87,29,60
LST-003477,FARM-0045,Potato,2023-10-24,2023-10-23,18,18.65,100,60
LST-003478,FARM-0045,Potato,2023-09-06,2023-09-05,19,20.8,180,60
LST-003479,FARM-0045,Potato,2023-11-14,2023-11-14,20,20.93,102,60
LST-003480,FARM-0046,Brinjal,2023-04-19,2023-04-19,25,26.79,68,5
LST-003481,FARM-0046,Brinjal,2023-10-31,2023-10-31,35,34.51,98,5
LST-003482,FARM-0046,Brinjal,2023-04-24,2023-04-23,30,29.4,186,5
LST-003483,FARM-0046,Brinjal,2023-04-14,2023-04-13,20,18.62,17,5
LST-003484,FARM-0046,Brinjal,2023-05-03,2023-05-02,25,29.88,93,5
LST-003485,FARM-0046,Brinjal,2023-12-17,2023-12-17,70,69.01,150,5
LST-003486,FARM-0046,Brinjal,2023-06-01,2023-05-31,25,26.98,153,5
LST-003487,FARM-0046,Brinjal,2023-11-29,2023-11-29,25,24.82,169,5
LST-003488,FARM-0046,Brinjal,2023-09-03,2023-09-03,20,20.94,96,5
LST-003489,FARM-0046,Brinjal,2023-10-29,2023-10-29,35,29.08,173,5
LST-003490,FARM-0046,Brinjal,2023-10-17,2023-10-17,40,38.88,188,5
LST-003491,FARM-0046,Brinjal,2023-11-14,2023-11-14,16,15.97,193,5
LST-003492,FARM-0046,Brinjal,2023-07-03,2023-07-02,30,29.81,31,5
LST-003493,FARM-0046,Brinjal,2023-06-26,2023-06-26,35,33.65,44,5
LST-003494,FARM-0046,Brinjal,2023-09-22,2023-09-21,25,22.61,51,5
LST-003495,FARM-0046,Brinjal,2023-11-07,2023-11-06,25,27.99,196,5
LST-003496,FARM-0046,Brinjal,2023-12-10,2023-12-09,35,31.56,139,5
LST-003497,FARM-0046,Brinjal,2023-12-18,2023-12-18,60,64.37,91,5
LST-003498,FARM-0046,Brinjal,2023-08-11,2023-08-11,30,31.74,126,5
LST-003499,FARM-0046,Brinjal,2023-11-20,2023-11-19,30,31.92,188,5
LST-003500,FARM-0046,Brinjal,2023-12-25,2023-12-24,70,68.2,94,5
LST-003501,FARM-0046,Brinjal,2023-06-05,2023-06-05,30,32.77,125,5
LST-003502,FARM-0046,Brinjal,2023-11-28,2023-11-27,25,26.93,37,5
LST-003503,FARM-0046,Brinjal,2023-05-26,2023-05-25,25,24.73,17,5
LST-003504,FARM-0046,Brinjal,2023-05-04,2023-05-04,20,22.45,91,5
LST-003505,FARM-0046,Brinjal,2023-09-26,2023-09-25,30,29.34,54,5
LST-003506,FARM-0046,Brinjal,2023-05-15,2023-05-14,25,25.79,34,5
LST-003507,FARM-0046,Brinjal,2023-04-07,2023-04-06,25,25.66,45,5
LST-003508,FARM-0046,Brinjal,2023-08-18,2023-08-17,25,25.28,122,5
LST-003509,FARM-0046,Brinjal,2023-02-28,2023-02-27,20,19.16,95,5
LST-003510,FARM-0046,Brinjal,2023-10-13,2023-10-12,40,41.78,186,5
LST-003511,FARM-0046,Brinjal,2023-10-16,2023-10-16,50,45.69,109,5
LST-003512,FARM-0046,Brinjal,2023-07-16,2023-07-16,35,34.43,192,5
LST-003513,FARM-0046,Brinjal,2023-11-21,2023-11-20,30,31.81,72,5
LST-003514,FARM-0046,Brinjal,2023-07-13,2023-07-12,30,30.87,122,5
LST-003515,FARM-0046,Brinjal,2023-11-03,2023-11-03,30,28.42,65,5
LST-003516,FARM-0046,Brinjal,2023-08-31,2023-08-31,20,20.62,42,5
LST-003517,FARM-0046,Brinjal,2023-08-08,2023-08-07,35,35.95,159,5
LST-003518,FARM-0046,Brinjal,2023-11-23,2023-11-22,25,22.47,172,5
LST-003519,FARM-0046,Brinjal,2023-12-31,2023-12-30,60,64.66,175,5
LST-003520,FARM-0046,Methi,2023-05-11,2023-05-11,10,10.73,186,3
LST-003521,FARM-0046,Methi,2023-05-12,2023-05-12,10,9.91,30,3
LST-003522,FARM-0046,Methi,2023-07-07,2023-07-07,20,22.58,84,3
LST-003523,FARM-0046,Methi,2023-06-12,2023-06-11,15,15.05,111,3
LST-003524,FARM-0046,Methi,2023-08-06,2023-08-06,8,6.89,100,3
LST-003525,FARM-0046,Methi,2023-06-04,2023-06-04,10,10.42,74,3
LST-003526,FARM-0046,Methi,2023-03-23,2023-03-22,7,7.86,28,3
LST-003527,FARM-0046,Methi,2023-05-28,2023-05-27,10,10.72,92,3
LST-003528,FARM-0046,Methi,2023-09-15,2023-09-15,16,16.76,87,3
LST-003529,FARM-0046,Methi,2023-06-02,2023-06-01,20,19.1,78,3
LST-003530,FARM-0046,Methi,2023-12-25,2023-12-25,18,19.06,40,3
LST-003531,FARM-0046,Methi,2023-05-17,2023-05-17,15,16.7,138,3
LST-003532,FARM-0046,Methi,2023-07-16,2023-07-16,16,15.84,91,3
