order_id,consumer_id,listing_id,farmer_id,crop,order_date,quantity_kg,unit_price,order_value,distance_km
ORD-000986,CONS-0768,LST-001819,FARM-0023,Tomato,2023-06-16,7,17.84,124.88,11.7
ORD-000987,CONS-0775,LST-006119,FARM-0081,Onion,2023-12-28,6,31.49,188.94,15.4
ORD-000988,CONS-0245,LST-006404,FARM-0084,Potato,2023-04-05,5,14.1,70.5,21.2
ORD-000989,CONS-0689,LST-009253,FARM-0120,Methi,2023-07-19,7,15.74,110.18,20.5
ORD-000990,CONS-0210,LST-001476,FARM-0017,Methi,2023-03-22,2,7.16,14.32,9.5
ORD-000991,CONS-0662,LST-007843,FARM-0105,Bhindi (Ladies finger),2023-03-10,1,38.11,38.11,3.4
ORD-000992,CONS-0011,LST-009928,FARM-0127,Tomato,2023-12-22,3,14.04,42.12,1.9
ORD-000993,CONS-0454,LST-004691,FARM-0060,Bhindi (Ladies finger),2023-10-24,4,20.6,82.4,4.4
ORD-000994,CONS-0307,LST-001482,FARM-0018,Onion,2023-10-05,1,27.22,27.22,8.7
ORD-000995,CONS-0307,LST-002980,FARM-0039,Brinjal,2023-03-11,6,16.2,97.2,3.0
ORD-000996,CONS-0570,LST-002414,FARM-0030,Methi,2023-03-15,8,6.99,55.92,21.1
ORD-000997,CONS-0413,LST-004158,FARM-0053,Methi,2023-01-16,6,7.96,47.76,25.1
ORD-000998,CONS-0070,LST-000577,FARM-0007,Methi,2023-05-02,1,12.59,12.59,5.8
ORD-000999,CONS-0743,LST-000436,FARM-0005,Elephant Yam (Suran),2023-10-27,1,32.41,32.41,4.8
ORD-001000,CONS-0322,LST-007122,FARM-0093,Tomato,2023-08-22,8,15.41,123.28,3.1
ORD-001001,CONS-0191,LST-003757,FARM-0048,Bhindi (Ladies finger),2023-05-19,8,19.46,155.68,13.0
ORD-001002,CONS-0742,LST-007142,FARM-0093,Tomato,2023-08-13,1,13.77,13.77,10.6
ORD-001003,CONS-0000,LST-002976,FARM-0039,Brinjal,2023-02-02,2,32.45,64.9,4.8
ORD-001004,CONS-0388,LST-009849,FARM-0126,Brinjal,2023-11-30,6,20.74,124.44,6.9
ORD-001005,CONS-0197,LST-009145,FARM-0119,Tomato,2023-12-02,5,18.77,93.85,5.0
ORD-001006,CONS-0537,LST-004359,FARM-0055,Bhindi (Ladies finger),2023-02-12,1,48.79,48.79,20.4
ORD-001007,CONS-0119,LST-008648,FARM-0114,Onion,2023-02-23,1,13.39,13.39,9.3
ORD-001008,CONS-0010,LST-007479,FARM-0099,Green Chilli,2023-12-06,1,27.24,27.24,2.6
ORD-001009,CONS-0328,LST-001472,FARM-0017,Methi,2023-06-18,2,17.16,34.32,8.8
ORD-001010,CONS-0432,LST-009284,FARM-0121,Potato,2023-09-06,5,27.01,135.05,16.3
ORD-001011,CONS-0240,LST-001466,FARM-0017,Methi,2023-09-19,8,18.04,144.32,5.6
ORD-001012,CONS-0209,LST-010357,FARM-0132,Methi,2023-04-12,1,10.89,10.89,9.1
ORD-001013,CONS-0251,LST-000567,FARM-0007,Methi,2023-07-19,9,12.32,110.88,2.5
ORD-001014,CONS-0438,LST-008382,FARM-0110,Tomato,2023-04-24,4,16.5,66.0,7.8
ORD-001015,CONS-0135,LST-001583,FARM-0019,Potato,2023-08-04,8,26.1,208.8,5.7
ORD-001016,CONS-0726,LST-008987,FARM-0117,Elephant Yam (Suran),2023-02-18,8,37.57,300.56,3.4
ORD-001017,CONS-0005,LST-001486,FARM-0018,Onion,2023-08-25,5,25.84,129.2,8.4
ORD-001018,CONS-0479,LST-009863,FARM-0126,Brinjal,2023-06-28,6,28.31,169.86,10.7
ORD-001019,CONS-0554,LST-001586,FARM-0019,Potato,2023-02-20,5,16.89,84.45,2.3
ORD-001020,CONS-0642,LST-009923,FARM-0127,Tomato,2023-05-08,8,16.57,132.56,3.9
ORD-001021,CONS-0071,LST-007139,FARM-0093,Tomato,2023-12-01,3,15.21,45.63,4.4
ORD-001022,CONS-0073,LST-010733,FARM-0138,Methi,2023-02-22,7,5.3,37.1,13.2
ORD-001023,CONS-0265,LST-000408,FARM-0005,Elephant Yam (Suran),2023-09-16,2,31.2,62.4,4.5
ORD-001024,CONS-0286,LST-009627,FARM-0123,Methi,2023-06-01,2,9.73,19.46,16.2
ORD-001025,CONS-0796,LST-001935,FARM-0024,Onion,2023-08-23,5,25.33,126.65,9.8
ORD-001026,CONS-0662,LST-007937,FARM-0106,Methi,2023-03-17,1,7.09,7.09,6.0
ORD-001027,CONS-0234,LST-003892,FARM-0050,Tomato,2023-08-31,2,16.61,33.22,12.6
ORD-001028,CONS-0113,LST-005301,FARM-0067,Tomato,2023-06-08,8,16.98,135.84,5.9
ORD-001029,CONS-0180,LST-006304,FARM-0083,Onion,2024-01-02,2,7.45,14.9,16.9
ORD-001030,CONS-0089,LST-010354,FARM-0132,Methi,2023-06-22,3,16.61,49.83,4.3
ORD-001031,CONS-0224,LST-005159,FARM-0064,Tomato,2023-12-31,9,18.52,166.68,10.7
ORD-001032,CONS-0555,LST-008421,FARM-0111,Methi,2023-06-07,6,18.62,111.72,6.7
ORD-001033,CONS-0786,LST-004962,FARM-0062,Brinjal,2023-01-16,2,23.17,46.34,4.1
ORD-001034,CONS-0398,LST-009182,FARM-0119,Onion,2023-05-23,4,12.91,51.64,7.9
ORD-001035,CONS-0709,LST-000438,FARM-0005,Elephant Yam (Suran),2023-05-29,5,19.87,99.35,6.6
ORD-001036,CONS-0252,LST-007320,FARM-0097,Tomato,2023-02-26,1,14.84,14.84,9.9
ORD-001037,CONS-0319,LST-000477,FARM-0006,Potato,2023-09-11,6,15.26,91.56,12.3
ORD-001038,CONS-0759,LST-008941,FARM-0117,Brinjal,2023-04-18,8,20.73,165.84,3.9
ORD-001039,CONS-0531,LST-010485,FARM-0135,Onion,2023-06-17,2,14.11,28.22,6.3
ORD-001040,CONS-0701,LST-008831,FARM-0116,Methi,2023-06-04,9,11.07,99.63,18.2
ORD-001041,CONS-0027,LST-007079,FARM-0093,Brinjal,2023-04-07,5,24.79,123.95,6.7
ORD-001042,CONS-0420,LST-007961,FARM-0106,Tomato,2023-05-16,2,17.46,34.92,13.7
ORD-001043,CONS-0746,LST-002571,FARM-0033,Tomato,2023-10-28,3,16.84,50.52,13.1
ORD-001044,CONS-0102,LST-004446,FARM-0056,Bhindi (Ladies finger),2023-07-02,1,24.55,24.55,9.1
ORD-001045,CONS-0425,LST-008749,FARM-0114,Tomato,2023-02-07,2,18.54,37.08,14.3
ORD-001046,CONS-0670,LST-001396,FARM-0016,Methi,2023-08-11,6,6.35,38.1,15.6
ORD-001047,CONS-0501,LST-007127,FARM-0093,Tomato,2023-08-03,9,14.74,132.66,5.8
ORD-001048,CONS-0334,LST-010325,FARM-0132,Methi,2023-07-31,7,7.23,50.61,7.4
ORD-001049,CONS-0531,LST-010483,FARM-0135,Onion,2023-12-21,1,26.72,26.72,6.3
ORD-001050,CONS-0452,LST-007998,FARM-0106,Tomato,2023-10-06,6,19.26,115.56,12.7
ORD-001051,CONS-0194,LST-003585,FARM-0046,Peas,2023-12-29,4,27.21,108.84,7.3
ORD-001052,CONS-0722,LST-000529,FARM-0006,Methi,2023-10-16,5,36.63,183.15,8.2
ORD-001053,CONS-0149,LST-001480,FARM-0018,Onion,2023-04-18,5,8.35,41.75,9.6
ORD-001054,CONS-0413,LST-001932,FARM-0024,Onion,2023-06-16,1,15.51,15.51,18.0
ORD-001055,CONS-0258,LST-002802,FARM-0036,Onion,2023-03-28,1,10.17,10.17,17.2
ORD-001056,CONS-0321,LST-008915,FARM-0116,Tomato,2023-10-02,2,18.13,36.26,10.8
ORD-001057,CONS-0446,LST-001540,FARM-0019,Brinjal,2023-03-21,6,21.85,131.1,3.1
ORD-001058,CONS-0363,LST-005117,FARM-0064,Green Chilli,2023-05-17,2,35.47,70.94,5.2
ORD-001059,CONS-0544,LST-007823,FARM-0104,Potato,2023-05-24,4,22.0,88.0,5.3
ORD-001060,CONS-0018,LST-005447,FARM-0069,Onion,2023-04-24,6,8.04,48.24,15.5
ORD-001061,CONS-0216,LST-000219,FARM-0002,Methi,2023-02-24,5,4.43,22.15,10.4
ORD-001062,CONS-0421,LST-006519,FARM-0086,Tomato,2023-05-20,6,16.57,99.42,5.5
ORD-001063,CONS-0719,LST-000407,FARM-0005,Elephant Yam (Suran),2023-10-31,3,25.39,76.17,13.6
ORD-001064,CONS-0608,LST-008812,FARM-0116,Methi,2023-12-06,2,9.32,18.64,14.5
ORD-001065,CONS-0732,LST-006874,FARM-0090,Onion,2023-07-30,5,15.97,79.85,20.2
ORD-001066,CONS-0492,LST-003154,FARM-0042,Potato,2023-10-13,6,20.87,125.22,0.2
ORD-001067,CONS-0579,LST-010338,FARM-0132,Methi,2023-05-10,8,10.29,82.32,10.8
ORD-001068,CONS-0093,LST-008005,FARM-0107,Potato,2023-03-09,9,13.63,122.67,3.7
ORD-001069,CONS-0722,LST-000399,FARM-0005,Onion,2023-03-16,2,12.21,24.42,18.7
ORD-001070,CONS-0367,LST-000419,FARM-0005,Elephant Yam (Suran),2023-07-30,5,28.23,141.15,10.3
ORD-001071,CONS-0225,LST-010321,FARM-0132,Methi,2023-11-23,7,9.76,68.32,8.7
ORD-001072,CONS-0622,LST-003080,FARM-0041,Onion,2023-05-23,3,9.95,29.85,17.1
ORD-001073,CONS-0428,LST-011143,FARM-0143,Methi,2023-12-05,3,8.63,25.89,16.6
ORD-001074,CONS-0311,LST-003458,FARM-0045,Potato,2023-04-08,5,14.4,72.0,12.2
ORD-001075,CONS-0744,LST-006081,FARM-0081,Onion,2023-03-08,2,14.16,28.32,19.1
ORD-001076,CONS-0333,LST-002584,FARM-0033,Tomato,2023-02-19,7,13.54,94.78,6.5
ORD-001077,CONS-0478,LST-000426,FARM-0005,Elephant Yam (Suran),2023-12-28,4,27.76,111.04,3.4
ORD-001078,CONS-0434,LST-000791,FARM-0009,Elephant Yam (Suran),2023-12-29,1,25.88,25.88,12.0
ORD-001079,CONS-0265,LST-009769,FARM-0125,Elephant Yam (Suran),2023-10-13,4,35.39,141.56,6.1
ORD-001080,CONS-0002,LST-007352,FARM-0097,Tomato,2023-04-28,7,14.84,103.88,4.8
ORD-001081,CONS-0204,LST-011135,FARM-0143,Methi,2023-01-12,8,5.79,46.32,13.3
ORD-001082,CONS-0693,LST-009161,FARM-0119,Onion,2023-04-12,3,10.08,30.24,3.3
ORD-001083,CONS-0390,LST-004074,FARM-0052,Methi,2023-02-22,4,4.9,19.6,6.3
ORD-001084,CONS-0121,LST-008388,FARM-0110,Tomato,2023-09-10,1,14.0,14.0,10.3
ORD-001085,CONS-0324,LST-010710,FARM-0138,Brinjal,2023-05-06,7,21.12,147.84,16.8
ORD-001086,CONS-0754,LST-009981,FARM-0127,Peas,2023-01-04,8,24.77,198.16,8.2
ORD-001087,CONS-0133,LST-006512,FARM-0086,Tomato,2023-11-23,8,15.97,127.76,3.9
ORD-001088,CONS-0385,LST-005126,FARM-0064,Tomato,2023-01-06,7,15.76,110.32,11.0
ORD-001089,CONS-0685,LST-000906,FARM-0010,Onion,2023-05-30,4,10.63,42.52,22.2
ORD-001090,CONS-0798,LST-006045,FARM-0080,Bhindi (Ladies finger),2023-05-08,8,20.77,166.16,8.3
ORD-001091,CONS-0492,LST-003896,FARM-0050,Tomato,2023-01-29,2,13.06,26.12,3.5
ORD-001092,CONS-0154,LST-004380,FARM-0056,Peas,2023-03-03,9,23.11,207.99,12.8
ORD-001093,CONS-0209,LST-010358,FARM-0132,Methi,2023-09-14,2,16.49,32.98,9.1
ORD-001094,CONS-0492,LST-003193,FARM-0042,Elephant Yam (Suran),2023-06-20,6,11.51,69.06,0.2
ORD-001095,CONS-0639,LST-000456,FARM-0006,Potato,2023-11-07,6,16.66,99.96,19.2
ORD-001096,CONS-0345,LST-001515,FARM-0018,Onion,2023-08-10,3,16.33,48.99,10.1
ORD-001097,CONS-0503,LST-000371,FARM-0005,Onion,2023-07-26,2,14.96,29.92,4.1
ORD-001098,CONS-0131,LST-000430,FARM-0005,Elephant Yam (Suran),2023-06-24,3,22.9,68.7,5.5
ORD-001099,CONS-0514,LST-006487,FARM-0086,Tomato,2023-07-14,7,16.41,114.87,2.4
ORD-001100,CONS-0173,LST-000389,FARM-0005,Onion,2023-06-05,6,11.92,71.52,9.5
ORD-001101,CONS-0555,LST-008427,FARM-0111,Methi,2023-12-19,3,26.37,79.11,6.7
ORD-001102,CONS-0394,LST-009518,FARM-0122,Onion,2023-08-18,9,22.51,202.59,18.5
ORD-001103,CONS-0293,LST-006674,FARM-0088,Elephant Yam (Suran),2023-05-04,1,14.94,14.94,18.2
ORD-001104,CONS-0017,LST-006728,FARM-0088,Brinjal,2023-05-15,2,22.18,44.36,13.1
ORD-001105,CONS-0547,LST-001416,FARM-0017,Bhindi (Ladies finger),2023-07-09,8,23.8,190.4,7.3
ORD-001106,CONS-0402,LST-010760,FARM-0139,Brinjal,2023-11-22,2,35.18,70.36,21.0
ORD-001107,CONS-0203,LST-000534,FARM-0006,Methi,2023-08-23,1,7.2,7.2,23.4
ORD-001108,CONS-0262,LST-006069,FARM-0080,Bhindi (Ladies finger),2023-06-12,1,28.82,28.82,2.9
ORD-001109,CONS-0383,LST-001448,FARM-0017,Methi,2023-06-01,7,12.74,89.18,8.7
ORD-001110,CONS-0626,LST-000632,FARM-0008,Tomato,2023-02-03,5,15.67,78.35,10.5
ORD-001111,CONS-0400,LST-001463,FARM-0017,Methi,2023-08-21,9,6.59,59.31,6.1
ORD-001112,CONS-0676,LST-006082,FARM-0081,Onion,2023-05-28,3,10.39,31.17,20.2
ORD-001113,CONS-0474,LST-008212,FARM-0109,Methi,2023-08-10,1,9.03,9.03,9.7
ORD-001114,CONS-0202,LST-010967,FARM-0141,Methi,2023-11-19,4,14.68,58.72,25.5
ORD-001115,CONS-0495,LST-011162,FARM-0144,Brinjal,2023-04-27,1,24.73,24.73,16.3
ORD-001116,CONS-0554,LST-005309,FARM-0067,Tomato,2023-01-31,9,18.06,162.54,12.3
ORD-001117,CONS-0096,LST-004073,FARM-0052,Methi,2023-04-03,5,11.49,57.45,3.1
ORD-001118,CONS-0313,LST-005107,FARM-0064,Green Chilli,2023-10-16,8,54.31,434.48,3.4
ORD-001119,CONS-0058,LST-009139,FARM-0119,Tomato,2023-04-25,1,17.7,17.7,2.4
ORD-001120,CONS-0731,LST-010057,FARM-0128,Methi,2023-02-07,5,11.87,59.35,17.1
ORD-001121,CONS-0049,LST-010349,FARM-0132,Methi,2023-11-14,2,10.22,20.44,11.4
ORD-001122,CONS-0390,LST-007284,FARM-0096,Brinjal,2023-05-10,1,20.26,20.26,2.7
ORD-001123,CONS-0110,LST-000609,FARM-0008,Tomato,2023-09-06,5,16.05,80.25,19.6
ORD-001124,CONS-0432,LST-006622,FARM-0087,Elephant Yam (Suran),2023-10-11,1,28.07,28.07,16.5
ORD-001125,CONS-0354,LST-009412,FARM-0122,Elephant Yam (Suran),2023-10-12,5,30.55,152.75,16.8
ORD-001126,CONS-0221,LST-011072,FARM-0142,Bhindi (Ladies finger),2023-06-26,1,22.64,22.64,5.1
ORD-001127,CONS-0165,LST-010443,FARM-0135,Potato,2023-08-11,5,20.52,102.6,16.4
ORD-001128,CONS-0276,LST-009778,FARM-0125,Elephant Yam (Suran),2023-07-30,9,37.77,339.93,14.2
ORD-001129,CONS-0644,LST-008454,FARM-0112,Onion,2023-02-28,6,11.59,69.54,24.1
ORD-001130,CONS-0109,LST-009282,FARM-0121,Potato,2023-03-27,3,16.32,48.96,16.5
ORD-001131,CONS-0632,LST-008803,FARM-0116,Methi,2023-12-29,9,20.33,182.97,24.2
ORD-001132,CONS-0663,LST-004463,FARM-0056,Bhindi (Ladies finger),2023-09-26,1,22.45,22.45,9.0
ORD-001133,CONS-0604,LST-006678,FARM-0088,Elephant Yam (Suran),2023-01-10,7,22.91,160.37,1.5
ORD-001134,CONS-0000,LST-009955,FARM-0127,Tomato,2023-11-22,2,18.5,37.0,9.8
ORD-001135,CONS-0028,LST-011042,FARM-0142,Bhindi (Ladies finger),2023-11-07,3,28.76,86.28,3.9
ORD-001136,CONS-0118,LST-010966,FARM-0141,Methi,2023-01-15,3,6.79,20.37,20.0
ORD-001137,CONS-0766,LST-003189,FARM-0042,Elephant Yam (Suran),2023-03-28,5,20.83,104.15,11.3
ORD-001138,CONS-0228,LST-007320,FARM-0097,Tomato,2023-02-26,1,14.84,14.84,6.2
ORD-001139,CONS-0400,LST-001431,FARM-0017,Bhindi (Ladies finger),2023-07-31,1,32.29,32.29,6.1
ORD-001140,CONS-0095,LST-001488,FARM-0018,Onion,2023-06-24,7,14.84,103.88,4.2
ORD-001141,CONS-0137,LST-010458,FARM-0135,Potato,2023-02-10,3,15.36,46.08,7.5
ORD-001142,CONS-0215,LST-006016,FARM-0080,Green Chilli,2023-02-01,1,49.9,49.9,5.1
ORD-001143,CONS-0654,LST-011290,FARM-0146,Bhindi (Ladies finger),2023-04-17,3,33.05,99.15,17.2
ORD-001144,CONS-0219,LST-011076,FARM-0142,Bhindi (Ladies finger),2023-07-30,7,32.51,227.57,3.9
ORD-001145,CONS-0512,LST-010187,FARM-0130,Methi,2023-12-11,4,12.66,50.64,28.6
ORD-001146,CONS-0556,LST-011014,FARM-0142,Peas,2023-12-19,2,37.38,74.76,6.4
ORD-001147,CONS-0505,LST-010510,FARM-0135,Onion,2023-05-12,2,10.38,20.76,9.2
ORD-001148,CONS-0718,LST-009138,FARM-0119,Tomato,2023-05-23,6,18.46,110.76,9.1
ORD-001149,CONS-0504,LST-008309,FARM-0110,Green Chilli,2023-06-01,1,40.28,40.28,7.5
ORD-001150,CONS-0612,LST-006055,FARM-0080,Bhindi (Ladies finger),2023-05-19,7,22.68,158.76,5.2
ORD-001151,CONS-0104,LST-004125,FARM-0053,Methi,2023-08-10,8,9.69,77.52,17.4
ORD-001152,CONS-0326,LST-008118,FARM-0107,Tomato,2023-04-09,5,15.75,78.75,7.8
ORD-001153,CONS-0333,LST-002567,FARM-0033,Tomato,2023-11-09,2,14.17,28.34,6.5
ORD-001154,CONS-0724,LST-001940,FARM-0024,Onion,2023-05-11,7,10.1,70.7,11.8
ORD-001155,CONS-0076,LST-005715,FARM-0074,Methi,2023-07-25,2,7.23,14.46,9.1
ORD-001156,CONS-0432,LST-004980,FARM-0062,Brinjal,2023-09-26,1,23.53,23.53,7.2
ORD-001157,CONS-0061,LST-009949,FARM-0127,Tomato,2023-01-03,7,16.12,112.84,6.4
ORD-001158,CONS-0327,LST-001780,FARM-0022,Methi,2023-12-26,1,15.59,15.59,9.0
ORD-001159,CONS-0178,LST-009156,FARM-0119,Tomato,2023-06-21,3,19.57,58.71,4.7
ORD-001160,CONS-0286,LST-003111,FARM-0041,Onion,2023-08-13,1,20.71,20.71,7.2
ORD-001161,CONS-0102,LST-008393,FARM-0110,Tomato,2023-04-30,3,16.2,48.6,6.1
ORD-001162,CONS-0769,LST-011606,FARM-0149,Brinjal,2023-03-08,3,24.89,74.67,4.2
ORD-001163,CONS-0288,LST-001443,FARM-0017,Methi,2023-11-11,4,11.56,46.24,6.6
ORD-001164,CONS-0017,LST-007052,FARM-0093,Brinjal,2023-03-08,3,15.15,45.45,5.0
ORD-001165,CONS-0682,LST-000864,FARM-0010,Methi,2023-01-09,6,5.71,34.26,14.8
ORD-001166,CONS-0070,LST-010519,FARM-0135,Onion,2023-08-10,4,18.03,72.12,13.2
ORD-001167,CONS-0132,LST-001436,FARM-0017,Bhindi (Ladies finger),2023-05-17,7,17.44,122.08,14.2
ORD-001168,CONS-0409,LST-008394,FARM-0110,Tomato,2023-10-05,6,14.38,86.28,8.3
ORD-001169,CONS-0371,LST-008213,FARM-0109,Methi,2023-06-01,2,13.63,27.26,3.5
ORD-001170,CONS-0543,LST-005126,FARM-0064,Tomato,2023-01-05,6,15.76,94.56,14.1
ORD-001171,CONS-0486,LST-009159,FARM-0119,Tomato,2023-03-24,9,16.89,152.01,3.6
ORD-001172,CONS-0018,LST-006261,FARM-0083,Brinjal,2023-03-30,8,27.31,218.48,11.0
ORD-001173,CONS-0056,LST-011468,FARM-0148,Methi,2023-09-20,4,15.38,61.52,14.2
ORD-001174,CONS-0602,LST-009291,FARM-0121,Potato,2023-03-19,5,13.59,67.95,6.5
ORD-001175,CONS-0659,LST-008834,FARM-0116,Methi,2023-11-04,5,18.74,93.7,15.6
ORD-001176,CONS-0483,LST-007088,FARM-0093,Methi,2023-01-02,4,6.89,27.56,6.3
ORD-001177,CONS-0538,LST-003186,FARM-0042,Elephant Yam (Suran),2023-09-05,7,23.97,167.79,11.1
ORD-001178,CONS-0064,LST-000363,FARM-0005,Onion,2023-01-03,4,25.0,100.0,6.5
ORD-001179,CONS-0448,LST-010451,FARM-0135,Potato,2023-02-20,4,16.06,64.24,17.6
ORD-001180,CONS-0716,LST-003098,FARM-0041,Onion,2023-08-02,7,16.75,117.25,9.2
ORD-001181,CONS-0236,LST-003075,FARM-0040,Green Chilli,2023-05-23,8,43.43,347.44,12.2
ORD-001182,CONS-0465,LST-006512,FARM-0086,Tomato,2023-11-24,1,15.97,15.97,3.0
ORD-001183,CONS-0752,LST-004040,FARM-0052,Methi,2023-04-16,9,13.61,122.49,2.0
ORD-001184,CONS-0692,LST-003536,FARM-0046,Methi,2023-03-18,1,6.18,6.18,25.6
ORD-001185,CONS-0564,LST-000137,FARM-0001,Methi,2023-01-02,9,7.5,67.5,12.7
ORD-001186,CONS-0440,LST-005463,FARM-0069,Onion,2023-05-04,7,7.93,55.51,7.5
ORD-001187,CONS-0118,LST-000228,FARM-0002,Methi,2023-09-17,2,15.93,31.86,10.7
ORD-001188,CONS-0137,LST-010534,FARM-0135,Tomato,2023-07-12,1,16.92,16.92,7.5
ORD-001189,CONS-0442,LST-005369,FARM-0067,Methi,2023-08-02,3,9.39,28.17,9.9
ORD-001190,CONS-0235,LST-001672,FARM-0020,Elephant Yam (Suran),2023-06-22,1,33.49,33.49,19.7
ORD-001191,CONS-0273,LST-007327,FARM-0097,Tomato,2023-10-25,2,15.63,31.26,13.8
ORD-001192,CONS-0780,LST-008939,FARM-0117,Brinjal,2023-07-05,7,32.34,226.38,8.1
ORD-001193,CONS-0254,LST-000433,FARM-0005,Elephant Yam (Suran),2023-04-24,1,16.95,16.95,8.1
ORD-001194,CONS-0093,LST-008023,FARM-0107,Potato,2023-09-26,2,18.93,37.86,3.7
ORD-001195,CONS-0402,LST-001779,FARM-0022,Methi,2023-12-12,3,10.71,32.13,18.2
ORD-001196,CONS-0027,LST-006056,FARM-0080,Bhindi (Ladies finger),2023-08-06,6,29.73,178.38,5.3
ORD-001197,CONS-0462,LST-001701,FARM-0021,Bhindi (Ladies finger),2023-06-10,5,20.6,103.0,4.8
ORD-001198,CONS-0779,LST-007340,FARM-0097,Tomato,2023-12-19,1,17.66,17.66,2.8
ORD-001199,CONS-0783,LST-006518,FARM-0086,Tomato,2023-09-12,4,15.76,63.04,4.6
ORD-001200,CONS-0620,LST-010972,FARM-0141,Methi,2023-12-24,6,19.77,118.62,13.7
ORD-001201,CONS-0187,LST-002570,FARM-0033,Tomato,2023-03-07,8,15.42,123.36,7.1
ORD-001202,CONS-0351,LST-001431,FARM-0017,Bhindi (Ladies finger),2023-07-30,9,32.29,290.61,1.9
ORD-001203,CONS-0751,LST-001329,FARM-0016,Brinjal,2023-04-26,7,29.92,209.44,11.1
ORD-001204,CONS-0080,LST-005214,FARM-0066,Potato,2023-08-18,9,18.97,170.73,12.3
ORD-001205,CONS-0381,LST-008217,FARM-0109,Methi,2023-02-20,4,4.75,19.0,9.2
ORD-001206,CONS-0511,LST-005312,FARM-0067,Tomato,2023-08-19,8,17.91,143.28,9.5
ORD-001207,CONS-0005,LST-001736,FARM-0021,Green Chilli,2023-12-05,6,27.18,163.08,3.6
ORD-001208,CONS-0254,LST-008414,FARM-0111,Methi,2023-05-05,4,9.12,36.48,5.0
ORD-001209,CONS-0048,LST-008371,FARM-0110,Tomato,2023-02-23,9,15.01,135.09,8.0
ORD-001210,CONS-0251,LST-010363,FARM-0133,Potato,2023-10-16,8,19.34,154.72,4.4
ORD-001211,CONS-0646,LST-003554,FARM-0046,Methi,2023-05-24,1,12.87,12.87,18.1
ORD-001212,CONS-0250,LST-000843,FARM-0010,Methi,2023-03-01,1,6.42,6.42,16.3
ORD-001213,CONS-0335,LST-002223,FARM-0027,Elephant Yam (Suran),2023-04-11,2,23.38,46.76,5.3
ORD-001214,CONS-0392,LST-007902,FARM-0105,Onion,2023-05-09,4,10.97,43.88,11.9
ORD-001215,CONS-0683,LST-005017,FARM-0062,Elephant Yam (Suran),2023-04-11,7,22.38,156.66,7.2
ORD-001216,CONS-0412,LST-008139,FARM-0108,Brinjal,2023-03-07,4,25.0,100.0,16.1
ORD-001217,CONS-0312,LST-000597,FARM-0007,Methi,2023-06-23,8,14.39,115.12,1.8
ORD-001218,CONS-0258,LST-001441,FARM-0017,Methi,2023-12-08,5,11.79,58.95,5.9
ORD-001219,CONS-0613,LST-000066,FARM-0000,Bhindi (Ladies finger),2023-07-02,3,30.53,91.59,18.5
ORD-001220,CONS-0754,LST-010513,FARM-0135,Onion,2023-07-07,3,15.76,47.28,13.3
ORD-001221,CONS-0632,LST-003543,FARM-0046,Methi,2023-04-23,4,13.86,55.44,8.3
ORD-001222,CONS-0256,LST-006049,FARM-0080,Bhindi (Ladies finger),2023-04-29,7,23.5,164.5,3.7
ORD-001223,CONS-0302,LST-007331,FARM-0097,Tomato,2023-08-02,6,17.4,104.4,8.5
ORD-001224,CONS-0658,LST-008951,FARM-0117,Brinjal,2023-07-28,2,47.62,95.24,4.5
ORD-001225,CONS-0223,LST-000872,FARM-0010,Methi,2023-08-26,1,10.07,10.07,15.2
ORD-001226,CONS-0113,LST-009161,FARM-0119,Onion,2023-04-12,7,10.08,70.56,7.3
ORD-001227,CONS-0761,LST-003030,FARM-0040,Methi,2023-11-02,3,25.38,76.14,11.0
ORD-001228,CONS-0091,LST-005015,FARM-0062,Elephant Yam (Suran),2023-06-13,1,23.14,23.14,4.4
ORD-001229,CONS-0024,LST-008438,FARM-0111,Methi,2023-04-18,3,17.49,52.47,2.2
ORD-001230,CONS-0662,LST-002919,FARM-0037,Tomato,2023-08-19,1,14.22,14.22,4.5
ORD-001231,CONS-0762,LST-011312,FARM-0146,Bhindi (Ladies finger),2023-05-30,8,24.58,196.64,23.0
ORD-001232,CONS-0660,LST-001881,FARM-0024,Peas,2023-02-28,8,31.33,250.64,17.1
ORD-001233,CONS-0744,LST-010728,FARM-0138,Methi,2023-03-15,1,8.68,8.68,19.3
ORD-001234,CONS-0585,LST-007216,FARM-0095,Potato,2023-10-24,5,18.11,90.55,17.9
ORD-001235,CONS-0661,LST-007099,FARM-0093,Methi,2023-07-29,3,9.73,29.19,2.1
ORD-001236,CONS-0776,LST-000626,FARM-0008,Tomato,2023-11-23,5,18.31,91.55,15.9
ORD-001237,CONS-0791,LST-000453,FARM-0006,Potato,2023-04-26,1,16.86,16.86,9.9
ORD-001238,CONS-0797,LST-004050,FARM-0052,Methi,2023-11-17,5,11.55,57.75,2.0
ORD-001239,CONS-0604,LST-008225,FARM-0109,Methi,2023-08-21,4,6.81,27.24,13.6
ORD-001240,CONS-0102,LST-010752,FARM-0138,Methi,2023-05-10,4,11.2,44.8,17.4
ORD-001241,CONS-0290,LST-006506,FARM-0086,Tomato,2023-08-28,6,16.27,97.62,4.7
ORD-001242,CONS-0322,LST-009180,FARM-0119,Onion,2023-03-26,7,12.0,84.0,3.5
ORD-001243,CONS-0008,LST-005227,FARM-0066,Potato,2023-07-22,5,20.05,100.25,12.6
